ProductName,ProductBrand,Gender,Price (INR),Description,PrimaryColor,JenisPakaian
Jompers Women Navy Blue & Beige Woven Design Khadi Straight Kurta,Jompers,Women,499,"Navy blue and beige woven design khadi straight kurta, has a mandarin collar with button closures, three-quarter sleeves, straight hem, and multiple slits",Blue,Kurta
DOROTHY PERKINS Women Black Regular Fit Solid Cropped Trousers,DOROTHY PERKINS,Women,2490,"Black solid mid-rise cropped trousers, has a hook and bar closure, zip fly, two pockets, one mock pocket",Black,Trousers
Pepe Jeans Men Navy Blue Solid Polo Collar T-shirt,Pepe Jeans,Men,749,"Navy Blue solid T-shirt, has a polo collar, and short sleeves Design Details-PEPE JEANS MENS POLO.HIGH DENSITY LOGO PRINT.GRINDLE PIQUE FABRIC.REGULAR FIT.SHORT SLEEVE.SOFT WASHED.",Blue,Shirt
Vero Moda Women Black Printed Top,Vero Moda,Women,699,"Black printed woven regular  top, has a round neck, and sleeveless",Black,Top
Levis Men Black Solid Synthetic Leather Mid-Top Sneakers,Levis,Men,6999,"A pair of round-toe black sneakers, has mid-top styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Black,Top
Calvin Klein Jeans Men Black Solid Polo Collar T-shirt,Calvin Klein Jeans,Men,4599,"Black solid T-shirt, has a polo collar, and short sleeves",Black,Shirt
Pepe Jeans Men Off-White & Grey Printed Round Neck T-shirt,Pepe Jeans,Men,649,"Off-white and grey printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SLIM FIT SHORT SLEEVE ALL OVER REVERSE PRINTED TSHIRT WITH SOFT HAND FEEL.",White,Shirt
Deyann Men Blue Self Design Nehru Jacket,DEYANN,Men,1999,"Blue self designed sleeveless jacketIt has mandarin collar,button placket, and three pockets.",Blue,Jacket
Calvin Klein Jeans Men Navy Blue Solid Track Pants,Calvin Klein Jeans,Men,4799,"A pair of navy blue solid track pants, has an elasticated waistband with belt loops, drawstring closure, mock fly, two front pockets, two mock back pockets",Blue,Jeans
Flying Machine Women Charcoal Grey Skinny Fit High-Rise Stretchable Cropped Jeans,Flying Machine,Women,1299,"Charcoal grey dark wash 5-pocket high-rise cropped stretchable jeans, low distress, light fade, has a button and zip closure and waistband with belt loops",Grey,Jeans
Wrangler Men Olive Green Solid Hooded Sweatshirt,Wrangler,Men,1677,"Olive green solid sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem",Green,Shirt
Levis Men White Solid Mid-Top Sneakers,Levis,Men,3499,"A pair of round-toe white sneakers, has mid-top styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",White,Top
Belle Fille Women Off-White & Pink Printed Sheath Dress,Belle Fille,Women,719,"Off-white, pink and green printed woven sheath dress, has a round neck, sleeveless, button and concealed zip closure, straight hem, back slit",White,Dress
Vero Moda Women Blue Regular Fit Solid Denim Casual Shirt,Vero Moda,Women,999,"Blue solid casual shirt, has a spread collar, long sleeves, snap button placket, curved hem, and 2 flap pockets",Blue,Shirt
Pepe Jeans Men Navy Blue & Mustard Yellow Regular Fit Checked Hooded Casual Shirt,Pepe Jeans,Men,1399,"Navy Blue and Mustard Yellow checked casual shirt, has a hood, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt
Calvin Klein Jeans Men Navy Blue Slim Fit Self-Striped Casual Shirt,Calvin Klein Jeans,Men,3599,"Navy Blue self-striped casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
Calvin Klein Jeans Men Olive Green Solid Polo Collar T-shirt,Calvin Klein Jeans,Men,3999,"Olive green solid T-shirt, has a polo collar, and short sleeves",Green,Shirt
American Crew Men Grey Solid Henley Neck T-shirt,American Crew,Men,659,"Grey solid T-shirt, has a Henley neck, and long sleeves",Grey,Shirt
Ives Women Navy Blue & White Colourblocked Shirt Style Top,Ives,Women,584,"Navy Blue and white colourblocked woven shirt style top, has a shirt collar, long sleeves, button closures, high-low hemline",Blue,Shirt
Belle Fille Women Pink & Green Printed A-Line Top,Belle Fille,Women,599,"Pink and green printed woven A-line top, has a round neck, three-quarter bell sleeves, button closure",Green,Top
Belle Fille Women Maroon Solid A-Line Dress,Belle Fille,Women,759,"Maroon solid woven A-line dress, has a Peter Pan collar, three-quarter sleeves, button closure, an attached lining, and straight hem",Maroon,Dress
Calvin Klein Jeans Men Black Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1924,"Black and White printed T-shirt, has a round neck, and short sleeves",Black,Shirt
ONLY Women Grey & Black Regular Fit Solid Regular Trousers,ONLY,Women,999,"Grey and black solid high-rise trousers, slip-on closure, and 2 pockets",Black,Trousers
Pepe Jeans Men Green Printed Round Neck T-shirt,Pepe Jeans,Men,499,"Green printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SHORT SLEEVE ROUND NECK TEE WITH UNION JACK CHEST PRINT.",Green,Shirt
ONLY Women Yellow & White Printed Round Neck Boxy Goofy T-shirt,ONLY,Women,1299,"Yellow and White printed T-shirt, has a round neck, and short sleeves",Yellow,Shirt
Calvin Klein Jeans Men Blue Regular Fit Solid Casual Shirt,Calvin Klein Jeans,Men,3359,"Blue solid casual shirt, has a spread collar,shoulder tabs, long sleeves, button placket, curved hem, and 2 flap pockets",Blue,Shirt
Pepe Jeans Men Olive Green & Blue Regular Fit Checked Reversible Casual Shirt,Pepe Jeans,Men,1399,"Olive green and blue checked casual reversible shirt, has a spread collar, long sleeves, snap button placket, and curved hem",Blue,Shirt
Calvin Klein Jeans Men White Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1979,"White printed T-shirt, has a round neck, and short sleeves",White,Shirt
Calvin Klein Jeans Men Grey Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1649,"Grey and Blue printed T-shirt, has a round neck, and short sleeves",Grey,Shirt
Calvin Klein Jeans Men Black Placement Brand Logo Printed T-shirt,Calvin Klein Jeans,Men,4599,"  Black Tshirt for men   Brand logo printed   Regular length   Round neck   Long,  regular sleeves   Knitted cotton fabric  ",Black,Shirt
Caprese Navy Blue & Brown Colourblocked Shoulder Bag,Caprese,Women,1499,"Navy Blue and brown colourblocked shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles",Blue,Bag
Ahalyaa Women Brown & Navy Blue Printed Straight Kurta,Ahalyaa,Women,777,"Brown and Navy Blue printed straight kurta, has a boat neck, three-quarter sleeves, straight hem, and side slits",Blue,Kurta
Belle Fille Women Green & White Polka Dots Print Shirt Style Top,Belle Fille,Women,559,"Green and white polka dots print woven shirt style top, has a tie-up neck, long bell sleeves, button closure",Green,Shirt
Pepe Jeans Men Grey & Blue Printed Round Neck T-shirt,Pepe Jeans,Men,649,"Grey and blue printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ALL OVER ABSTRACT PRINTED ROUND NECK SHORT SLEEVE SLIM FIT TSHIRT,SOFT WASHED",Blue,Shirt
Pepe Jeans Men Off-White Printed Round Neck T-shirt,Pepe Jeans,Men,499,"Off-white printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SHORT SLEEVE TSHIRT WITH PLACEMENT PRINT,SOFT WASHED.",White,Shirt
Noble Faith Blue Washed Casual Shirt,Noble Faith,Women,1699,"Blue washed casual shirt, has a spread collar, a full button placket, embroidery on the shoulders, vented hem",Blue,Shirt
Miss Chase Women Solid Pink Maxi Dress,Miss Chase,Women,857,"Pink solid woven maxi dress, has a round neck, short sleeves, zip closure, an attached lining, and straight hem",Pink,Dress
Calvin Klein Jeans Men White Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1979,"White printed T-shirt, has a round neck, and short sleeves",White,Shirt
Tulsattva Women Navy Blue & Golden Solid Kurta with Sharara & Dupatta,Tulsattva,Women,1192,"Navy Blue and golden solid kurta with sharara and dupattaNavy Blue solid A-line above knee kurta, has a round neck, three-quarter sleeves with block printed detail, flared hemNavy Blue and goldensolid sharara with block printed detail, drawstring closure, partially elasticated waistbandBeige solid dupatta, has a taping border",Blue,Kurta
Calvin Klein Jeans Men Red Printed Slim Fit Round Neck T-shirt,Calvin Klein Jeans,Men,2199,"Red printed T-shirt, has a round neck, and short sleeves",Red,Shirt
PURYS Women Olive Green Solid Playsuit,PURYS,Women,599,"Olive Green solid playsuit, has a V-neck, sleeveless",Green,Suit
BownBee Girls Navy Blue & Red Jacquard Woven Design Kurti with Dhoti Pants,BownBee,Girls,1299,"Navy Blue and red woven design kurti with dhoti pantsNavy Blue and gold-toned jacquard woven design A-line above knee kurti with gota patti detail, has a round neck, short sleeves, flared hem, concelaed zip closure, waist tie-upRed solid dhoti pants, has an elasticated waistband with slip-on closure",Blue,Trousers
MISH Women Navy Blue A-Line Dress with Beaded Detail,MISH,Women,2339,"Navy Blue solid woven A-line dress with beaded detail, has a boat neck, sleeveless, concealed zip closure, an attached lining, and straight hem",Blue,Dress
Pepe Jeans Men Blue Heavy Fade Stretchable Jeans,Pepe Jeans,Men,1649,"  Dark heavy fade blue jeans   Regular fit,  mid-rise   Clean look   Stretchable   5 pocket   Length: regular  ",Blue,Jeans
Pepe Jeans Men Blue Declan Vapour Slim Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1899,"Blue dark wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET SLIM FIT- MID RISE  JEANS,  DARK BLUE- LIGHTLY FADED- CLEAN LOOK,  ZIP FLY & 5 BELT LOOPS",Blue,Jeans
Belle Fille Women Pink Striped Detail Top,Belle Fille,Women,499,"Pink solid knitted regular top with striped detail, has a round neck, and short sleeves",Pink,Top
Calvin Klein Jeans Men Navy Blue Printed Round Neck T-shirt,Calvin Klein Jeans,Men,3299,"Navy Blue printed T-shirt, has a round neck, and short sleeves",Blue,Shirt
Pepe Jeans Men Red & White Striped Slim Fit Round Neck T-shirt,Pepe Jeans,Men,699,"Red and White striped T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ROUND NECK TSHIRT.Y/D STRIPER.WITH POCKET DETAIL.LOGO IN FLOCK PRINT.SHORT SLEEVES.",Red,Shirt
BEAT LONDON by PEPE JEANS Men Red Printed Slim Fit Round Neck T-shirt,BEAT LONDON by PEPE JEANS,Men,699,"Red printed T-shirt, has a round neck, and short sleeves",Red,Shirt
Pepe Jeans Men Black Slim Fit Wrinkle Free Chinos Trousers,Pepe Jeans,Men,1399,Black woven chinos   Slim fit   Mid-rise   Length:  regular   Pattern: solid   Flat-front design   Feature:  wrinkle free   5 pockets,Black,Jeans
Pepe Jeans Men Blue Slim Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1899,"Blue medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- STRUCTURED DENIM- STYLISED POCKET SLIMFIT- MID RISE  JEANS,  UNIQUE WEAVE TECHNOLOGY IMPARTING FABRIC CHARACTERISTIC  WITH SQUARE GRID-LIKE IMPRESSION, LIGHTLY FADED,  ZIP FLY WITH 5 BELT  LOOPS",Blue,Jeans
Calvin Klein Jeans Men Grey Printed Round Neck T-shirt,Calvin Klein Jeans,Men,2089,"Grey printed T-shirt, has a round neck, and short sleeves",Grey,Shirt
hummel Women Black Hooded Sweatshirt,hummel,Women,919,"Black sweatshirt, has a hood, long sleeves, straight hem",Black,Shirt
Belle Fille Women White & Red Floral Print Regular Shorts,Belle Fille,Women,499,"White, red and green floral print mid-rise regular shorts, has 2 pockets, and button closure",Red,Shorts
Pepe Jeans Men Burgundy & White Slim Fit Printed Round Neck T-shirt,Pepe Jeans,Men,649,"Burgundy and white printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ALL OVER ABSTRACT PRINTED ROUND NECK SHORT SLEEVE SLIM FIT TSHIRT,SOFT WASHED",White,Shirt
Calvin Klein Jeans Men Black Solid Round Neck T-shirt,Calvin Klein Jeans,Men,2999,"Black solid T-shirt, has a round neck, and long sleeves, 1 pocket with checked detailing",Black,Shirt
Pepe Jeans Men Red Solid Polo Collar T-shirt,Pepe Jeans,Men,749,"Red solid T-shirt, has a polo collar, and short sleeves Design Details-PEPE JEANS MENS POLO.Y/D BRANDED TAPE DETAIL AT SHOULDER.REGULAR FIT.SHORT SLEEVE.SOFT WASHED.",Red,Shirt
Pepe Jeans Men Navy Blue & White Regular Fit Checked Reversible Casual Shirt,Pepe Jeans,Men,1299,"Navy blue and white checked casual shirt, has a spread collar, long sleeves, snap button placket, and curved hem",Blue,Shirt
Calvin Klein Jeans Men Grey Tapered Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,7199,"Grey with a tinge of navy blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Red,Jeans
Pepe Jeans Men Navy Blue Regular Fit Printed Casual Shirt,Pepe Jeans,Men,1099,"Navy blue printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
Calvin Klein Jeans Men Off-White Slim Fit Mid-Rise Clean Look Jeans,Calvin Klein Jeans,Men,4799,"Off-White light wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",White,Jeans
Calvin Klein Jeans Men Blue Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1979,"Blue printed T-shirt, has a round neck, and short sleeves",Blue,Shirt
Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,7799,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Puma Unisex Black Mesh Mid-Top Escaper Core Sneakers,Puma,Unisex,2974,"PRODUCT DESIGN DETAILS:A pair of black running sports shoes, has mid-top styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Black,Top
Levis Men White Colourblocked Synthetic Leather Mid-Top Sneakers,Levis,Men,6999,"A pair of round-toe white & black sneakers, has mid-top styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",White,Top
Jompers Women Turquoise Blue Solid Straight Kurta,Jompers,Women,584,"Turquoise blue solid straight kurta, has a mandarin collar, full button placket, three-quarter sleeves, straight hem, and multiple slits",Blue,Kurta
House of Pataudi Women Maroon Embroidered A-Line Kurta,House of Pataudi,Women,1499,"Maroon Embroidered A-line kurta, has a keyhole neck, three-quarter sleeves, flared hem, concealed zip closure",Red,Kurta
Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,7799,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
612 league Boys Blue Solid Track Pants,612 league,Boys,574,"Blue solid mid-rise knitted track pants, has an elasticated waistband with drawstring fastening, three pockets",Blue,Trousers
ONLY Women Yellow & Pink Regular Fit Printed Parallel Trousers,ONLY,Women,1199,"Yellow and Pink printed mid-rise trousers, slip-on closure, and 4 pockets",Yellow,Trousers
Pepe Jeans Men Black Self-Striped Sweatshirt,Pepe Jeans,Men,1559,"Black self-striped sweatshirt, has a mock collar, two pockets, long sleeves, zip closure, straight hem",Black,Shirt
Calvin Klein Jeans Men Black Slim Fit Light Fade Stretchable Jeans,Calvin Klein Jeans,Men,5999,"  Dark light fade black jeans   Slim fit,  mid-rise   Clean look   Stretchable   5 pocket   Length: regular  ",Black,Jeans
ether Men Navy Blue Slim Fit Anti Microbial Cotton Linen Shirt,ether,Men,1299,"Navy blue anti-microbial cotton linen casual shirt, has a mandarin collar, full button placket, long sleeves, curved hemlineFeatures & Benefits:- anti microbial finish- optimum length- signature knit yoke for added comfort.",Blue,Shirt
Jompers Women Peach-Coloured Solid Straight Kurta,Jompers,Women,1199,"Peach-Coloured solid straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits, button closures",Red,Kurta
Calvin Klein Jeans Men Grey Solid Straight Fit Joggers,Calvin Klein Jeans,Men,2749,"Grey solid joggers, has an elasticated waistband with drawstring fastening, 2 pockets and cuffed hem",Grey,Jeans
Calvin Klein Jeans Men White & Black Striped Polo T-shirt,Calvin Klein Jeans,Men,2759,"White and black striped T-shirt, has a polo collar, and short sleeves",Black,Shirt
Vero Moda Women Coral Pink Self Design Top,Vero Moda,Women,699,"Coral pink self-design woven regular top, has a round neck, sleeveless, attached lining and button closure",Pink,Top
Pepe Jeans Men Blue Solid Polo Collar T-shirt,Pepe Jeans,Men,749,"Blue solid T-shirt with grindle effect, has a polo collar, and short sleeves Design Details-PEPE JEANS MENS POLO.HIGH DENSITY LOGO PRINT.GRINDLE PIQUE FABRIC.REGULAR FIT.SHORT SLEEVE.SOFT WASHED.",Blue,Shirt
612 league Girls Peach-Coloured & Black Striped Round Neck T-shirt,612 league,Girls,354,"Peach-coloured and black striped T-shirt with applique detail, has a round neck, and short sleeves",Red,Shirt
Pepe Jeans Men Grey Kylan Soho Skinny Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1649,"Grey medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET SKINNY FIT- LOW RISE  JEANS, LIGHT GREY-  LIGHTLY FADED- CLEAN LOOK,  ZIP FLY & 5 BELT LOOPS",Grey,Jeans
Belle Fille Women Navy Blue & White Printed Blouson Top,Belle Fille,Women,499,"Navy blue and white printed woven blouson top with smocking, has a choker neck, short extended sleeves, button closure",Blue,Top
Miss Chase Women Navy Blue Solid Basic Jumpsuit,Miss Chase,Women,899,"Navy Blue solid basic jumpsuit, has a V-neck, sleeveless, a zip closure",Blue,Suit
Calvin Klein Jeans Men Black Slim Fit Low-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,5999,"Black dark wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Black,Jeans
Pepe Jeans Men White & Navy Blue Regular Fit Printed Casual Shirt,Pepe Jeans,Men,999,"White and navy blue printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt
Ira Soleil Women Pink Solid Cropped Bardot Top,Ira Soleil,Women,699,"Pink solid woven cropped bardot top with lace detail, has an off-shoulder neck, long slit bell sleeves",Pink,Top
Ira Soleil Women White Floral Printed Fit and Flare Dress,Ira Soleil,Women,899,"White printed dress, has a round neck, short sleeves, high-low hem",White,Dress
Ives Women Taupe Solid Layered Top,Ives,Women,494,"Taupe solid woven layered top, has a V-neck, short sleeves with cut-out detail, high-low hem",Red,Top
Calvin Klein Jeans Men White Printed Round Neck T-shirt,Calvin Klein Jeans,Men,2099,"White printed T-shirt, has a round neck, and short sleeves",White,Shirt
Saadgi Women White Chikankari Floral Embroidered Handloom Straight Kurta,Saadgi,Women,720,"White chikankari embroidered handloom straight kurta with sequinned and crochet detail, has a mandarin collar, short sleeves, straight hem, and side slits",Red,Kurta
INVU Women Black Square Sunglasses B2900C,INVU,Women,2016,Lens colour: BlueLens feature: UV Protected LensFrame material: PlasticFrame style: Half RimBest suited for: Oval face shapeComes in a INVU coverWarranty: 1 yearWarranty provided by brand/manufacturer,Black,Suit
Flying Machine Women Blue Straight Fit Mid-Rise Clean Look Stretchable Jeans,Flying Machine,Women,719,"Blue medium wash 3-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
ONLY Women Navy Blue & Mustard Brown Regular Fit Striped Casual Shirt,ONLY,Women,1119,"Navy blue and mustard brown striped casual shirt, has a spread collar, long sleeves, concealed button placket, curved hem, and 2 flap pockets",Blue,Shirt
Belle Fille Women Black & White Printed Round Neck T-shirt,Belle Fille,Women,499,"Black and White printed T-shirt, has a round neck, and short sleeves",Black,Shirt
Saree mall Grey & Green Floral Print Saree,Saree mall,Women,1061,"Design Detail:Grey, green and pink floral print saree, has a solid borderBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece",Green,Saree
Calvin Klein Jeans Men Blue Athletic Taper Fit Mid-Rise Clean Look Stretchable Jeans 056,Calvin Klein Jeans,Men,7799,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
CAT Grey Iris 20'' Cabin Trolley Suitcase,CAT,Unisex,4549,"Features:Grey cabin suitcaseOne main compartmentSpacious main compartment to keep your clothes, shoes and travel essentials.Full-zipped interior with divider wall and zipper pocket cross-straps for increased packing organizationOne inner mesh zippered pockets for convenient storage8 silent spinner wheels with 360 degree rotation for effortless mobility in any directionBag is secured with a TSA (Transportation Security Administration) recessed number lock Warranty - 2 yearsWarranty provided by Brand/Manufacturer",Grey,Suit
Ishin Women Off-White & Pink Block Print Kurta with Palazzos & Dupatta,Ishin,Women,1397,"Off-white and pink block print kurta with palazzosOff-white and pink block printstraight calf length kurta, has a round neck, three-quarter sleeves, straight hem, side slitsOff-white and pink solid palazzos, drawstring closureOff-white and pink block printdupatta",White,Kurta
Calvin Klein Jeans Men White Solid Round Neck T-shirt,Calvin Klein Jeans,Men,1559,"White solid T-shirt, has a round neck, and short sleeves",White,Shirt
Pepe Jeans Men Blue Vapour Tapered Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1999,"Blue medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-GYMINDIGO- STYLISED POCKET TAPERED FIT- LOW RISE  JEANS,  PERFORMANCE DENIM WITH LAID BACK CONTROL OF JOGGER FABRIC TECHONOLOGY, LIGHTLY FADED,  ZIP FLY WITH 6  BELT  LOOPS & PUFF EMBROIDERY ON BACK POCKETS",Blue,Jeans
ONLY Multicoloured Striped Playsuit,ONLY,Women,1199,"Multicoloured striped playsuit, has a V-neck, short sleevesComes with a fabric belt",Red,Suit
Calvin Klein Jeans Men Blue Solid Polo Collar T-shirt,Calvin Klein Jeans,Men,2759,"Blue solid T-shirt, has a polo collar, and short sleeves",Blue,Shirt
Pepe Jeans Men Blue Vapour Slim Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1299,"Blue medium wash 5-pocket low-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET SLIM FIT- MID RISE  JEANS,  MID BLUE- NON FADED- CLEAN LOOK,  ZIP FLY & 5 BELT LOOPS",Blue,Jeans
Belle Fille Women White & Navy Blue Printed Maxi Dress,Belle Fille,Women,879,"White and navy blue printed woven maxi dress, has a round neck, sleeveless, concealed zip closure, styled back, an attached lining, straight hem",Blue,Dress
Calvin Klein Jeans Men White Slim Fit Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1979,"White printed T-shirt, has a round neck, and short sleeves",White,Shirt
Ishin Women Coral Red Embellished Kurta with Palazzos & Dupatta,Ishin,Women,1424,"Coral red embellished kurta with palazzos and dupattaCoral red embellished straight calf length kurta with gota patti detailing, has a round neck, three-quarter sleeves, side slitsCoral red solid palazzos, has elasticated waistband, slip-on closureCoral red solid dupatta, has taping border",Red,Kurta
Pepe Jeans Men Blue & Black Regular Fit Checked Casual Shirt,Pepe Jeans,Men,1099,"Blue and black checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt
Calvin Klein Jeans Men Grey Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1649,"Grey printed T-shirt, has a round neck, and short sleeves",Grey,Shirt
Saree mall Grey & Pink Printed Saree,Saree mall,Women,1199,Design Detail:Grey and Pink printed saree and has a woven design along the borderBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece.,Pink,Saree
Saadgi Women Red & White Chikankari Embroidered Handloom Sheer Straight Kurta,Saadgi,Women,1350,"Red and white chikankari embroidered handloom sheer straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Red,Kurta
Calvin Klein Jeans Men White & Green Solid Round Neck T-shirt,Calvin Klein Jeans,Men,2399,"White and Green solid T-shirt, has a round neck, and long sleeves",Green,Shirt
Calvin Klein Jeans Men White & Black Colourblocked Monochrome T-shirt,Calvin Klein Jeans,Men,1799,"  White and black Tshirt for men   Colourblocked   Regular length   Round neck   Short,  regular sleeves   Knitted cotton fabric   The monochromatic trend is all about wearing the same hue in different textures for an overall tonal look. It allows you to add dimension and depth to your style affordably and has the power to accentuate or down-play certain body parts, making it the right fit for all.",Black,Shirt
Calvin Klein Jeans Men Black Solid Polo T-shirt,Calvin Klein Jeans,Men,2999,"Black solid T-shirt, has a polo collar, and short sleeves",Black,Shirt
Calvin Klein Jeans Men Grey & Black Colourblocked Polo Collar T-shirt,Calvin Klein Jeans,Men,2399,"Grey and Black colourblocked T-shirt, has a polo collar, and short sleeves",Black,Shirt
American Crew Men Grey Solid Polo Collar T-shirt,American Crew,Men,659,"Grey and Black solid T-shirt, has a polo collar, and short sleeves",Grey,Shirt
Calvin Klein Jeans Men Black Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1679,"Black printed T-shirt, has a round neck, and short sleeves",Black,Shirt
Pepe Jeans Men Blue Slim Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1299,"Blue dark wash 5-pocket low-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET SLIM FIT- MID RISE  JEANS,  DARK BLUE RINSE- NON FADED- CLEAN LOOK,  ZIP FLY & 5 BELT LOOPS",Blue,Jeans
Calvin Klein Jeans Men White Printed Round Neck T-shirt,Calvin Klein Jeans,Men,2399,"White printed T-shirt, has a round neck, and long sleeves",White,Shirt
Ives Women Navy Blue & Golden Printed A-Line Kurta,Ives,Women,764,"Navy blue and golden printed A-line kurta, has a V-neck, long bell sleeves, flared hem, button closure",Blue,Kurta
Puma Men Blue Textile Carson 2 Nature Knit Mid-Top Running Shoes,Puma,Men,2249,"Product Story Inspired by nature, the Carson 2 Nature Knit encourages you to get outdoors. With a soft foam footbed for superior comfort and a lightweight, full-contact outsole, you'll have all the traction and support you need to go exploring.Product Design DetailsNature-inspired knitted upperSoft foam footbed for superior comfortInjection-moulded ethylene-vinyl acetate outsole for lightweight performance and gripA pair of blue running sports shoes, has mid-top styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue,Top
Pepe Jeans Men Blue Seamus Soho Skinny Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1799,"Blue medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET SKINNY FIT- LOW RISE  JEANS,  DARK INDIGO-  LIGHTLY FADED- MILD DESTRUCTION,  ZIP FLY & 5 BELT LOOPS",Blue,Jeans
Calvin Klein Jeans Men Grey Printed Round Neck T-shirt,Calvin Klein Jeans,Men,2159,"Grey printed T-shirt, has a round neck, and short sleeves",Grey,Shirt
Pepe Jeans Men Maroon Printed Round Neck T-shirt,Pepe Jeans,Men,899,"Maroon printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SLIM FIT TSHIRT HAS ROUND NECK,DISTRESS CHEST PRINT,SHORT SLEEVES",Maroon,Shirt
Calvin Klein Jeans Men Black Slim Fit Self Design Casual Shirt,Calvin Klein Jeans,Men,3359,"Black self-design casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Black,Shirt
